职位,学历,经验,公司,"城市,",区域,商圈,技能列表,福利列表
python高级开发工程师,本科,3-5年,广团网,沈阳,和平区,太原街,"['Python', 'C++', 'PHP', 'Django', 'Flask', 'MySQL', 'Redis', '团队管理经验', '架构设计经验']","['绩效奖金', '节日福利', '团建聚餐', '底薪加提成', '五险一金', '带薪年假', '节假日加班费', '加班补助', '保底工资', '员工旅游', '有无线网']"
爬虫工程师 （同招实习）,学历不限,经验不限,辽宁信山数海科技,沈阳,和平区,太原街,"['Python', 'PyTorch', 'MySQL', 'Redis']","['定期体检', '餐补', '节假日加班费', '有无线网', '年终奖', '加班补助', '五险一金']"
Python,大专,经验不限,博越友行教育,沈阳,铁西区,启工,"['Java', 'MySQL', 'MongoDB', 'Redis']","['加班补助', '年终奖', '节日福利', '零食下午茶', '员工旅游', '包吃']"
手持多线激光面扫描算法工程师,本科,经验不限,成都科锐特,沈阳,沈河区,一经,"['C/C++', '机器学习', '图像算法', '深度学习', '多模态算法', '算法工程化经验', 'SLAM算法', 'MATLAB', 'Python']","['员工旅游', '定期体检', '加班补助', '包吃', '带薪年假', '餐补', '年终奖', '五险一金', '交通补助', '免费班车', '住房补贴']"
算法工程师应届,本科,在校/应届,直真科技,沈阳,浑南区,桃仙,"['大模型算法', '自然语言处理算法', 'Python', 'vllm']","['带薪年假', '年终奖', '五险一金', '加班补助', '通讯补贴', '节日福利', '定期体检', '补充医疗保险', '员工旅游']"
量化策略研究员,学历不限,1-3年,中软智投,沈阳,浑南区,白塔,"['C++', 'C', 'Python', '量化交易开发经验', '架构设计经验']",[]
软件开发&测试&算法,本科,经验不限,华为,沈阳,和平区,文化路,"['C++', 'C', 'Java', 'MySQL', 'Redis']","['企业年金', '加班补助', '定期体检', '零食下午茶', '股票期权', '节日福利', '绩效奖金', '保底工资', '员工旅游', '免费班车', '交通补助', '夜班补助', '节假日加班费', '五险一金', '年终奖', '带薪年假', '补充医疗保险', '意外险', '团建聚餐', '法定节假日三薪']"
Python,大专,1-3年,安顺巨达,沈阳,沈河区,北站,"['Python', 'PyTorch']",[]
后端开发兼打包与部署工程师（Python开发）,学历不限,3-5年,幻影文化,沈阳,浑南区,白塔,"['Python', 'Java', 'C++', 'PHP', 'C#', 'Docker']","['餐补', '加班补助', '交通补助', '带薪年假', '五险一金', '员工旅游', '年终奖', '全勤奖', '零食下午茶', '通讯补贴']"
c语言高级开发工程师,本科,3-5年,创彩科技,沈阳,和平区,三好街,"['C++', 'C', '嵌入式软件经验']","['全勤奖', '零食下午茶']"
三维特效师（中高级）,学历不限,3-5年,万维猫动画,沈阳,,,"['番剧', 'Houdini', 'Nuke', 'UE5', 'Maya', '网剧']","['全勤奖', '保底工资', '底薪加提成', '节日福利']"
数据挖掘/建模/优化,本科,经验不限,新能数智,沈阳,,,"['Java', 'Hive', '大数据处理经验', '机器学习经验', 'Spark', '计算机相关专业', 'MATLAB', 'Python', '数学/统计相关专业']",[]
Python（人工智能方向）,本科,1-3年,黑科智能,沈阳,,,"['PyTorch', 'MySQL', '机器学习经验', 'Python']",[]
AI大模型研究,本科,3-5年,育菡科技,沈阳,浑南区,白塔,"['C/C++', 'Java', 'python', 'c++', 'AI大模型研究', 'Python']","['节日福利', '年终奖', '带薪年假', '包吃', '餐补', '住房补贴', '五险一金']"
it人才,本科,1-3年,某电子商务公司,沈阳,,,"['企业内部IT技术支持', 'Java', 'Python']",[]
adas软件开发工程师,本科,5-10年,科大领创,沈阳,浑南区,白塔,"['C/C++', 'TensorFlow/PyTorch', 'CNN/RNN/LSTM', '熟悉QNX系统', '熟悉ISO26262标准', '计算机/通信相关专业', '车辆工程相关专业', '汽车电子系统开发经验', 'ADAS开发经验', 'L2/L3智能驾驶功能开发经验']","['绩效奖金', '通讯补贴', '五险一金', '团建聚餐', '底薪加提成', '年终奖', '加班补助', '补充医疗保险', '员工旅游', '带薪年假', '意外险', '保底工资']"
python高级开发工程师,本科,1-3年,哈尔滨飞杰科技,沈阳,,,"['机器学习经验', 'Linux开发/部署经验', 'Python']",[]
python算法工程师,本科,1-3年,辽宁中舜数字科技,沈阳,大东区,中街,"['Java', 'C++', '接受实习/在校生投递', 'MySQL', '机器学习经验', 'Oracle', 'Numpy', 'Python', '可兼职']",[]
Python工程师,本科,1-3年,沈阳荷叶圆圆科技,沈阳,铁西区,铁西广场,"['pandas', '机器学习经验', 'pyTorch', 'numpy', 'Python']","['五险一金', '法定节假日三薪', '工龄奖', '绩效奖金', '全勤奖', '年终奖', '节假日加班费', '节日福利', '加班补助']"
mcu开发工程师,本科,3-5年,TCL驭新智行,沈阳,浑南区,五三,"['C', '计算机相关专业']",[]
后端开发工程师,本科,经验不限,华为,沈阳,浑南区,白塔,"['Java', 'C', 'C++', 'Python', 'SpringCloud', 'Redis', '大数据经验', '物联网经验', '不接受居家办公']","['节日福利', '员工旅游', '五险一金', '补充医疗保险', '交通补助', '企业年金', '绩效奖金', '法定节假日三薪', '股票期权', '免费班车', '加班补助', '年终奖', '节假日加班费', '带薪年假', '夜班补助', '零食下午茶', '定期体检', '意外险', '团建聚餐', '保底工资']"
PHP（沈阳）,本科,5-10年,首藏数字,沈阳,和平区,长白,"['Laravel/Yii/ThinkPHP', 'websocket', 'MySQL', 'PHP', 'rabbitmq']","['员工旅游', '定期体检', '带薪年假', '年终奖', '生日福利', '零食下午茶', '定期体检', '有无线网', '节日福利', '团建聚餐', '加班补助', '法定节假日三薪', '绩效奖金', '节假日加班费', '五险一金']"
Python,本科,3-5年,云井洌,沈阳,铁西区,齐贤,"['Python', 'Java', 'Django', 'Scrapy', 'Docker', 'MySQL', 'Linux开发/部署经验', '爬虫经验', '机器学习经验']",[]
python高级开发工程师,学历不限,5-10年,佳林网络,沈阳,,,"['Scrapy', 'PyTorch', 'MySQL', 'PHP', 'Numpy', 'Python']",[]
测试工程师,大专,3-5年,大连赤阳圣火计算...,沈阳,于洪区,黄河,[],[]
少儿编程老师,本科,1-3年,七星虫智能创客中心,沈阳,和平区,太原街,['教师，少儿编程，老师'],"['加班补助', '五险一金', '餐补', '股票期权', '年终奖']"
python工程师,本科,3-5年,星擎科技,沈阳,铁西区,铁西广场,"['Java', 'Nginx', 'C++', '分布式经验', 'Docker', '微服务经验', 'PostgreSQL', 'MySQL', 'Selenium', '架构设计经验', 'Oracle', 'Python']","['年终奖', '带薪年假', '节日福利', '全勤奖', '交通补助', '五险一金']"
算法工程师,本科,1-3年,石垣鑫城,沈阳,浑南区,桃仙,"['语音算法', 'C/C++', '接受实习/在校生投递', '机器学习', '图像算法', '深度学习', '大模型算法', '算法工程化经验', '强化学习', 'Python']",[]
沈阳大数据分析实习,本科,,分享大数据平台,沈阳,浑南区,白塔,"['数据分析/挖掘经验', '计算机相关专业', 'SQL', '数学/统计相关专业']",[]
高级python（算法）开发工程师,本科,3-5年,安恒信息,沈阳,大东区,洮昌,"['Python', 'Docker']","['节日福利', '补充医疗保险', '员工旅游', '带薪年假', '定期体检', '通讯补贴', '年终奖', '五险一金', '餐补', '交通补助', '零食下午茶']"
python后端工程师,本科,1-3年,秩鼎公司,沈阳,沈河区,北站,"['Scrapy', 'PostgreSQL', 'Pandas', 'Selenium', 'Python']","['五险一金', '年终奖', '带薪年假', '零食下午茶', '团建聚餐']"
"少儿编程讲师（Python,C++）",本科,1-3年,童盟教育,沈阳,和平区,长白,['少儿编程讲师'],[]
Python工程师,本科,经验不限,鸢飞科技,沈阳,浑南区,桃仙,['Python'],"['餐补', '包吃', '年终奖', '零食下午茶', '节日福利', '五险一金', '带薪年假', '交通补助', '定期体检']"
python工程师,本科,3-5年,金睛云华,沈阳,浑南区,桃仙,"['Python', 'Elasticsearch', 'MySQL', 'Redis', 'Spark']","['补充医疗保险', '六险一金', '餐补', '团建聚餐', '零食下午茶', '加班补助', '股票期权', '员工旅游', '带薪年假', '定期体检', '五险一金', '年终奖', '生日福利', '交通补助', '节日福利']"
少儿编程老师,本科,1-3年,宙斯盾编程活动中心,沈阳,大东区,八王寺,[],"['团建聚餐', '节日福利', '保底工资', '工龄奖', '底薪加提成', '全勤奖', '生日福利']"
Python,大专,1-3年,海思睿,沈阳,大东区,前进,"['Scrapy', '微服务经验', 'Django', 'MySQL', '机器学习经验', '云计算经验', 'Spark', 'Python', 'TensorFlow', 'HBase']",[]
python数据开发工程师,本科,经验不限,小牛翻译,沈阳,和平区,文化路,"['Python', '计算机相关专业', '大数据开发经验']","['团建聚餐', '五险一金', '高温补贴', '包吃', '带薪年假', '节日福利', '年终奖', '加班补助', '员工旅游', '零食下午茶', '生日福利']"
python实习生,本科,,成都致学沈分,沈阳,浑南区,沈阳理工大学,"['Python', 'Numpy', 'Pandas', 'MySQL', '机器学习经验', '接受实习/在校生投递']","['生日福利', '零食下午茶', '团建聚餐', '股票期权', '五险一金', '节日福利', '带薪年假', '定期体检']"
角色特效师,大专,经验不限,盛己科技,沈阳,和平区,五里河,['Maya'],[]
Python老师,本科,1年以内,启蒙星,沈阳,皇姑区,陵东,"['C/C++', 'Python']","['五险一金', '全勤奖', '带薪年假', '通讯补贴', '员工旅游', '餐补', '交通补助', '节日福利', '股票期权']"
python高级开发工程师,本科,10年以上,中业广融,沈阳,铁西区,铁西广场,"['Golang', '爬虫经验', '分布式经验', 'Django', 'PostgreSQL', 'MySQL', 'Redis', '量化交易开发经验', 'Python', 'Flask', 'TensorFlow']","['交通补助', '餐补', '全勤奖', '年终奖', '补充医疗保险', '五险一金']"
少儿编程老师,本科,1-3年,逐米教育,沈阳,铁西区,启工,"['编程讲师', '少儿编程', '人工智能讲师', '编程教研员', '少儿编程讲师']","['免费工装', '绩效奖金', '节日福利', '全勤奖', '保底工资', '通讯补贴']"
机器人教师,大专,1-3年,爱乐盟特教育科技...,沈阳,浑南区,奥体,"['乐高', '机器人', '大型教育机构经验', '坐班', '小班教学（3-25人）', '培训机构', '人工智能类', '线下教育', '编程', '学前儿童/小学生', '全职', '特长兴趣类']",[]
软件开发实习生,大专,经验不限,众诚志联,沈阳,浑南区,白塔,"['Python', 'PHP', 'Pandas', 'MySQL', '爬虫经验', '接受实习/在校生投递']","['有无线网', '保底工资', '底薪加提成', '团建聚餐', '交通补助', '五险一金', '绩效奖金']"
Python工程师,本科,1-3年,北京得易易科技,沈阳,浑南区,白塔,"['Python', 'Scrapy', 'MySQL']","['交通补助', '五险一金', '保底工资', '员工旅游', '带薪年假', '零食下午茶', '底薪加提成', '团建聚餐', '绩效奖金']"
python算法工程师,学历不限,1-3年,欣合普光,沈阳,和平区,五里河,['Python'],[]
python 开发工程师,本科,5-10年,君创美合,沈阳,铁西区,大潘,"['Python', 'Kafka', 'Docker', 'Elasticsearch', '爬虫经验', '运维开发经验']","['免费班车', '定期体检', '五险一金']"
ai算法工程师,本科,经验不限,辽宁汇信锐科智能装备,沈阳,沈河区,一经,"['大模型算法', '图像算法']",[]
技术合伙人,本科,3-5年,辽宁彩猪投资有限公司,沈阳,铁西区,铁西广场,"['技术管理', '高级技术管理', '运维管理']",[]
Python,学历不限,1-3年,奉孝科技,沈阳,和平区,太原街,"['Python', 'PHP', '爬虫工程师', '分布式技术', '网络爬虫技术']","['加班补助', '通讯补贴', '年终奖', '节日福利', '员工旅游', '交通补助', '全勤奖', '带薪年假', '零食下午茶', '五险一金']"
移动端测试工程师,大专,经验不限,中电金信软件有限公司,沈阳,浑南区,白塔,"['功能测试', 'JMeter', 'Postman', 'Fiddler', '测试工作经验']",[]
python兼职讲师（60-70元/小时）,大专,3-5年,迪派教育,沈阳,铁西区,保工,"['Python', 'C++', 'C']","['节日福利', '有无线网', '全勤奖', '底薪加提成', '保底工资', '绩效奖金', '年终奖', '五险一金']"
爬虫逆向开发工程师,大专,经验不限,企管家法律事务咨询,沈阳,沈河区,大西,"['java', '爬虫', 'python', '企查查', '企业工商公示系统', '裁判文书网', '数据']","['补充医疗保险', '底薪加提成', '意外险', '保底工资', '绩效奖金', '五险一金', '带薪年假']"
Python程序员,本科,经验不限,颁德优化,沈阳,沈河区,一经,"['Python', 'Java', 'Numpy', 'Pandas', 'PostgreSQL', '微服务经验', '不限']",[]
Python工程师,学历不限,1-3年,亿得科技,沈阳,大东区,小东,"['python爬虫', 'Python', 'PHP']","['餐补', '夜班补助']"
应用运维工程师,大专,3-5年,量界数据,沈阳,浑南区,白塔,"['运维', '运维监控', '安全运维']","['加班补助', '节假日加班费', '团建聚餐', '节日福利', '零食下午茶']"
软件开发,本科,经验不限,华为,沈阳,浑南区,白塔,['嵌入式软件经验'],"['免费班车', '股票期权', '年终奖', '带薪年假', '补充医疗保险', '绩效奖金', '定期体检', '意外险', '法定节假日三薪', '夜班补助', '加班补助', '节日福利', '企业年金', '节假日加班费', '五险一金', '保底工资', '交通补助', '员工旅游', '团建聚餐', '零食下午茶']"
python开发,本科,3-5年,辰行科技,沈阳,铁西区,大潘,"['Python', '团队管理经验']",[]
游戏策划,本科,3-5年,艾尔时代,沈阳,和平区,长白,"['怪物数值设计', '经济系统搭建', '职业系统设计', '装备系统设计']","['五险一金', '夜班补助', '餐补', '免费班车', '包吃', '通讯补贴', '交通补助', '加班补助', '节日福利', '员工旅游']"
临床数据分析师,硕士,1-3年,医影科技,沈阳,和平区,太原街,"['医药科研', '临床研究', 'R语言', 'SPSS', '医学相关专业', '统计学相关专业', '科研工作经历', 'Python']","['绩效奖金', '法定节假日三薪', '五险一金', '股票期权', '年终奖', '定期体检', '加班补助', '餐补']"
Python量化研究工程师,大专,3-5年,每利基金,沈阳,沈河区,五里河,['Python量化研究'],[]
兼职编程老师,本科,1-3年,未来表现,沈阳,,,"['python', '编程教师', '全职兼职均可', '一对一授课', 'SCRATCH', 'NOIP', 'STEAM', '少儿编程']",['五险一金']
少儿编程老师,本科,1-3年,本吾教育信息,沈阳,皇姑区,辽河,"['少儿编程', 'scratch', 'python', '蓝桥杯', 'C++', '可兼职']","['节日福利', '绩效奖金', '年终奖', '工龄奖', '员工旅游', '零食下午茶', '全勤奖', '保底工资', '带薪年假', '底薪加提成', '免费工装', '团建聚餐', '五险一金']"
