职位,学历,经验,公司,"城市,",区域,商圈,技能列表,福利列表
python开发工程师,本科,3-5年,数诚启航,北京,海淀区,中关村,"['FastApi等web', '微服务经验', 'Django', 'Redis', 'Python', 'Flask']",[]
python全栈工程师,大专,5-10年,杭州双久科技有限公司,北京,朝阳区,大望路,"['Python', 'Django', 'Flask', 'MySQL', 'MongoDB', '机器学习经验']","['年终奖', '定期体检', '五险一金']"
python开发工程师,本科,3-5年,佳能创新,北京,海淀区,五道口,"['Python', 'Django', 'Elasticsearch', 'Flask', 'MySQL', 'PostgreSQL', '云计算经验', 'AI大模型', '容器化技术', '日语']","['加班补助', '五险一金', '带薪年假', '补充医疗保险', '节日福利', '定期体检']"
Python,本科,经验不限,华为,北京,海淀区,西北旺,"['Java', '微服务经验', '机器学习经验', 'Python']","['节日福利', '定期体检', '五险一金', '加班补助', '法定节假日三薪', '零食下午茶', '团建聚餐', '绩效奖金', '免费班车', '夜班补助', '股票期权', '年终奖', '交通补助', '补充医疗保险', '员工旅游', '企业年金', '带薪年假', '节假日加班费', '保底工资', '意外险']"
python开发工程师,本科,经验不限,中科瑞淇,北京,顺义区,南法信,"['Python', 'Golang', 'Django', 'Docker', 'Redis', '架构设计经验', '微服务经验']",[]
python开发,本科,3-5年,神州新桥,北京,,,"['PyTorch', 'Pandas', 'Numpy', 'Python']","['海外游', '补充医疗保险', '定期体检', '通讯补贴', '年终奖', '员工旅游', '餐补', '带薪年假', '五险一金', '节日福利']"
Python高级开发工程师,本科,5-10年,英莫科技,北京,丰台区,丰管路,"['Nginx', '分布式经验', 'PostgreSQL', 'Kafka', '微服务经验', 'Linux', '算法基础', 'Django', '微服务架构', 'Tornado', 'Linux开发/部署经验', 'Python', 'Flask']","['零食下午茶', '员工旅游', '股票期权', '交通补助', '定期体检', '节日福利', '带薪年假', '五险一金']"
中高级python开发工程师,本科,经验不限,深维智信,北京,海淀区,苏州桥,"['团队管理经验', 'agent', 'Hadoop', 'PyTorch', 'Docker', '微服务经验', 'MySQL', 'Spark', '架构设计经验', 'Oracle', 'Python', 'TensorFlow', 'Flask', 'AI Agent']","['交通补助', '生日福利', '定期体检', '团建聚餐', '法定节假日三薪', '年终奖', '带薪年假', '零食下午茶', '节假日加班费', '股票期权', '员工旅游', '五险一金', '节日福利']"
python工程师,本科,3-5年,数字猿,北京,朝阳区,京广桥,"['后端', '数据开发', 'Python', '计算机相关专业', '服务端开发经验']","['员工旅游', '全勤奖', '年终奖', '五险一金']"
Python开发工程师,本科,经验不限,某500强上市公司,北京,,,"['爬虫经验', 'Linux', 'Python']","['五险一金', '定期体检', '团建聚餐', '生日福利', '全勤奖', '年终奖', '免费早餐', '带薪年假', '午餐补贴', '餐补', '通讯补贴', '交通补助', '节日福利']"
资深python开发工程师,大专,1-3年,河北挚诚建安科技,北京,海淀区,苏州桥,"['Elasticsearch', 'Django', 'MySQL', 'Redis', '架构设计经验', 'Oracle', 'Python', 'Flask']","['加班补助', '工龄奖', '绩效奖金', '补充医疗保险', '五险一金', '保底工资', '底薪加提成', '通讯补贴', '节日福利', '住房补贴', '员工旅游', '股票期权', '定期体检', '生日福利', '团建聚餐', '节假日加班费', '意外险', '交通补助', '零食下午茶']"
python开发工程师,本科,3-5年,思博恒瑞,北京,昌平区,东关,"['Java', '机器学习经验', 'Redis', '后端', '计算机相关专业', 'Numpy', '英语读写能力良好', '爬虫', '接受实习/在校生投递', 'Hive', '微服务经验', '机器学习/算法工程', 'Django', 'MySQL', 'Pandas', '全栈开发经验', 'MongoDB', 'Tornado', 'Spark', 'Python', 'Flask']",[]
python（ai）,大专,3-5年,联合盈鑫,北京,海淀区,学院路,"['分布式经验', 'Docker', '微服务经验', 'Django', 'PostgreSQL', 'MySQL', '人工智能', 'Redis', 'Python', 'Kubernetes']",[]
python后端开发工程师,本科,1-3年,北京常善科技,北京,石景山区,苹果园,"['Docker', 'Django', 'PostgreSQL', 'MySQL', 'Redis', 'MongoDB', 'Linux开发/部署经验', 'Python', 'Flask']","['绩效奖金', '五险一金']"
python数据处理工程师,本科,1-3年,星尘纪元,北京,朝阳区,国贸,"['Python', 'PyTorch', 'Numpy', 'Pandas', '格式转换', '数据适配', '清洗']","['零食下午茶', '年终奖', '交通补助', '员工旅游', '带薪年假', '五险一金', '股票期权', '补充医疗保险']"
Python教师,本科,1-3年,爱思创教育,北京,海淀区,中关村,"['数据开发', 'Python', 'C/C++', 'python教学']","['五险一金', '全勤奖', '年终奖', '股票期权', '餐补']"
Python后端开发工程师,本科,1-3年,菁谷科技,北京,海淀区,蓟门桥,"['Python', 'Flask', 'Django', 'MySQL', 'Redis']",[]
python开发工程师,本科,3-5年,易天气科技,北京,西城区,白纸坊,"['气象', '气象算法', 'MySQL', 'Python']","['节日福利', '交通补助', '法定节假日三薪', '包住', '节假日加班费', '带薪年假', '员工旅游', '绩效奖金', '五险一金', '零食下午茶', '团建聚餐', '年终奖', '定期体检', '加班补助']"
Python开发（人工智能）,本科,1-3年,巨掌互动科技（北京）有限公司,北京,石景山区,苹果园,"['Python', 'Docker', 'PostgreSQL', 'Linux开发/部署经验', '云计算经验', '人工智能', 'AI', 'next.js', 'typescript']","['带薪年假', '节日福利', '五险一金', '法定节假日三薪', '加班补助', '员工旅游', '团建聚餐', '工龄奖', '零食下午茶', '全勤奖', '节假日加班费', '生日福利', '年终奖', '通讯补贴', '底薪加提成', '绩效奖金', '餐补', '交通补助']"
AI开发工程师（python）,本科,3-5年,信雅达科技股份,北京,朝阳区,团结湖,"['Python', 'Django', 'Kafka', 'Elasticsearch', 'MySQL']","['五险一金', '定期体检', '带薪年假', '餐补', '节日福利', '股票期权', '年终奖']"
AI开发（Python）,本科,3-5年,北京外企德科人力...,北京,朝阳区,望京,"['PyTorch', 'Django', 'MySQL', 'Python', 'TensorFlow', 'Flask']","['零食下午茶', '带薪年假', '定期体检', '加班补助', '节日福利', '通讯补贴', '交通补助', '补充医疗保险', '五险一金', '年终奖']"
Python开发工程师,本科,3-5年,北京川研科技有限公司,北京,朝阳区,朝外,"['多进程', '数据结构', '多线程', '架构师', 'Django', 'Flask']","['节日福利', '零食下午茶', '年终奖', '五险一金', '团建聚餐', '带薪年假', '定期体检']"
高级python研发工程师,本科,5-10年,丈八网安,北京,丰台区,玉泉营,"['RabbitMq', 'Java', 'DevOps', 'Docker', 'MySQL', 'k8s', 'Kafka', 'Redis', 'Python']","['生日福利', '带薪年假', '团建聚餐', '年终奖', '节日福利', '零食下午茶', '五险一金']"
python算法工程师,本科,3-5年,东方金信,北京,海淀区,学院路,"['PyTorch', '机器学习', 'Pandas', 'MySQL', 'Hadoop', '机器学习经验', '深度学习', 'Oracle', 'Numpy', 'Python']","['定期体检', '零食下午茶', '节日福利', '带薪年假', '海外旅游', '年终奖', '餐补', '通讯补贴', '五险一金', '交通补助']"
Python和大数据讲师,本科,1-3年,宿谷教育,北京,顺义区,天竺,"['Python', 'MySQL', 'Oracle', 'Hive', '架构设计经验', '爬虫经验']","['全勤奖', '五险一金', '餐补', '通讯补贴', '交通补助', '股票期权', '年终奖']"
Python应用,本科,1-3年,贝则科技,北京,朝阳区,十里河,['Python'],"['带薪年假', '团建聚餐', '宿舍有空调', '五险一金', '意外险', '定期体检', '年终奖', '节日福利', '员工旅游', '有无线网', '包住']"
中级python开发工程师,本科,5-10年,龙腾微时代,北京,西城区,金融街,"['机器学习经验', 'Python']","['股票期权', '五险一金', '年终奖', '加班补助', '通讯补贴']"
Python(QT)开发工程师,大专,3-5年,金九源,北京,朝阳区,西坝河,"['MySQL', 'linux', 'PyQT', 'GUI', 'Linux开发/部署经验', 'Python']","['交通补助', '节日福利', '带薪年假', '年终奖', '餐补', '五险一金']"
python开发工程师-北京,本科,3-5年,青藤云安全,北京,海淀区,上地,"['Python', 'Kafka', 'Elasticsearch', 'Flask', 'MySQL', 'MongoDB', 'docker', 'K8S', 'TCP/IP']","['节日福利', '团建聚餐', '零食下午茶', '餐补', '带薪年假', '五险一金', '股票期权', '定期体检', '年终奖']"
python开发工程师,本科,3-5年,元境科技,北京,丰台区,六里桥,"['Python', 'Flask', 'MySQL', 'PostgreSQL', '架构设计经验']","['五险一金', '定期体检', '意外险']"
Python 研发工程师（AI 方向）,本科,3-5年,中教云智数字科技,北京,海淀区,牡丹园,"['Python', 'PyTorch', 'MySQL', 'Redis', 'langchain', 'AI', '人工智能', 'AIGC', 'RAG']","['节日福利', '绩效奖金', '带薪年假', '五险一金', '年终奖']"
Python,本科,3-5年,北京鲲鹏博睿,北京,海淀区,中关村,"['机器学习工程经验', 'Scrapy', '机器学习/算法工程', '服务端开发经验', 'Django', 'MySQL', '后端', '计算机相关专业', 'Linux开发/部署经验', 'Numpy', 'Python']","['团建聚餐', '带薪年假', '年终奖', '五险一金']"
Python（BERT方向）,本科,3-5年,宇信科技,北京,朝阳区,团结湖,"['Python', 'Django', 'Flask', 'Oracle', 'MySQL', '微服务经验', '分布式经验', 'BERT', '银行']","['五险一金', '带薪年假', '节日福利', '年终奖', '补充医疗保险', '团建聚餐', '通讯补贴', '定期体检']"
Python,本科,5-10年,弘捷,北京,石景山区,鲁谷,"['C++', 'MySQL', 'Redis', 'MongoDB', 'Linux开发/部署经验', 'Python', 'Kubernetes']","['五险一金', '定期体检', '带薪年假']"
python高级开发工程师,本科,3-5年,科信无忧,北京,通州区,玉桥,"['Java', '爬虫经验', '微服务经验', 'MySQL', 'JavaScript', 'Oracle', 'Python']",[]
Python,本科,3-5年,博才世杰信息技术,北京,朝阳区,望京,"['爬虫经验', 'rpa', '影刀', 'Django', '机器学习经验', 'Linux开发/部署经验', 'Python', 'Flask']","['节日福利', '零食下午茶', '年终奖', '定期体检', '保底工资', '意外险', '节假日加班费', '绩效奖金', '带薪年假', '补充医疗保险', '五险一金', '企业年金']"
高级Python工程师（大模型方向）,本科,5-10年,晟世天安,北京,大兴区,亦庄,"['PyTorch', 'Docker', 'MySQL', 'Redis', 'MongoDB', '架构设计经验', 'Python', 'TensorFlow', 'Kubernetes']","['免费班车', '带薪年假', '五险一金', '有无线网', '年终奖', '节日福利', '补充医疗保险', '工龄奖', '通讯补贴', '员工旅游']"
Python开发（AI方向）,本科,5-10年,鼎盛诺蓝,北京,石景山区,老山,"['Python', 'Flask', 'TensorFlow']","['节日福利', '五险一金', '全勤奖', '加班补助', '带薪年假', '生日福利']"
python后台开发工程师,本科,1-3年,无为数智,北京,海淀区,学院路,"['Python', 'Django', 'Flask', 'Docker', 'MySQL', 'Redis', 'MongoDB', 'Linux开发/部署经验', '爬虫经验']","['五险一金', '定期体检', '年终奖', '股票期权']"
中级python开发工程师,本科,3-5年,中电信智能网络科技,北京,石景山区,苹果园,"['MySQL', '机器学习经验', 'Redis', 'Tornado', 'Python', 'TensorFlow']","['年终奖', '五险一金']"
中级python开发工程师,本科,经验不限,置威科技,北京,朝阳区,国展,"['Docker', 'Pandas', 'MySQL', '大模型', 'Linux开发/部署经验', 'Python']","['定期体检', '五险一金', '带薪年假', '餐补', '子女福利', '年终奖', '补充医疗保险', '工会福利', '节日福利']"
Python工程师,本科,经验不限,麦克斯泰,北京,,,"['Python', 'Django', 'MySQL', '架构设计经验', 'AI', '开发']","['带薪年假', '餐补', '节日福利']"
python数据工程师,本科,5-10年,星网通,北京,朝阳区,望京,"['Python', 'Django', 'Flask', 'Tornado', 'Scrapy', 'Numpy', 'MySQL', 'Redis', 'Oracle', 'MongoDB', 'HBase', '制造行业IOT数据', '算法优化', '数据分析、AI工程项目']","['加班补助', '定期体检', '五险一金', '通讯补贴', '带薪年假', '年终奖', '零食下午茶']"
中高级python开发工程师,大专,3-5年,吉瑞伊弘,北京,朝阳区,三里屯,"['Django', 'MySQL', 'Redis', 'Linux开发/部署经验', 'Python', 'Flask']",['五险一金']
中级python开发工程师,本科,3-5年,医脉通,北京,朝阳区,高碑店,"['Python', 'Golang', 'Flask', 'Docker', 'MySQL', 'PostgreSQL']","['五险一金', '零食下午茶', '带薪年假', '员工旅游', '生日福利', '年终奖', '定期体检', '餐补', '宿舍有空调', '团建聚餐', '节日福利']"
python后端开发,本科,1-3年,安谛科技,北京,海淀区,苏州桥,"['留学生优先', '英美留学生', 'MySQL', 'Redis', 'MongoDB', 'Selenium', '架构设计经验', 'Linux开发/部署经验', 'Python', 'Flask']","['股票期权', '绩效奖金', '五险一金']"
python开发工程师,本科,3-5年,广州中钦科技服务,北京,丰台区,花乡,"['Python', 'Django', 'Flask', 'PyTorch', 'MySQL', '机器学习经验']",[]
Python开发工程师,本科,1-3年,锐思数据,北京,,,"['数据开发', '后端', 'Python', '服务端开发经验', '爬虫经验']",[]
python开发工程师,本科,经验不限,万德奥云,北京,,,"['Python', 'Django', 'Redis', '运维自动化系统']","['五险一金', '定期体检', '零食下午茶', '全勤奖', '员工旅游', '节日福利', '带薪年假']"
python开发,本科,1-3年,智云合众,北京,海淀区,甘家口,"['后端', 'Python', 'MySQL']","['五险一金', '保底工资', '年终奖', '员工旅游', '定期体检', '带薪年假']"
python开发工程师,本科,3-5年,广州驰三丰电动车,北京,丰台区,花乡,"['Python', 'TensorFlow', 'PyTorch', 'MySQL', '微服务经验']","['绩效奖金', '定期体检', '工龄奖', '年终奖', '加班补助', '五险一金']"
Python,本科,3-5年,中能智新公司,北京,西城区,六铺炕,"['Python', 'MySQL', '爬虫经验']","['节日福利', '通讯补贴', '带薪年假', '年终奖', '定期体检', '补充医疗保险', '五险一金']"
python开发工程师,本科,1-3年,搜狐,北京,海淀区,中关村,"['Hive', 'Docker', 'Elasticsearch', 'Hadoop', 'Kafka', 'Redis', 'Spark', 'Python', 'Kubernetes', 'HBase']","['团建聚餐', '零食下午茶', '员工旅游', '补充医疗保险', '带薪年假', '定期体检', '五险一金', '生日福利', '加班补助', '餐补', '年终奖', '交通补助', '节日福利']"
高级Python开发工程师,大专,5-10年,英赛克,北京,昌平区,回龙观,"['架构师', 'Linux', 'Django', 'MySQL']","['年终奖', '五险一金', '零食下午茶', '带薪年假']"
python高级开发工程师,本科,经验不限,海文互知,北京,海淀区,上地,"['Docker', 'Django', 'MySQL', 'Linux开发/部署经验', 'Python']","['带薪年假', '五险一金', '股票期权', '年终奖', '节日福利']"
Python开发工程师,本科,1-3年,佑信咨询,北京,朝阳区,望京,['Python'],"['年终奖', '通讯补贴', '节日福利', '零食下午茶', '定期团建', '五险一金', '交通补助']"
Python(头部外企),本科,3-5年,某大型计算机软件公司,北京,,,"['Python', 'Django', 'Flask', 'MySQL', '微服务经验', '分布式经验']","['年终奖', '五险一金', '通讯补贴', '节日福利', '零食下午茶', '带薪年假', '补充医疗保险', '定期体检']"
Python,本科,在校/应届,摄星智能,北京,海淀区,颐和园,"['Python', 'Java', 'C++', 'Django', 'Scrapy', 'Kafka', 'Nginx', 'PyTorch', 'MySQL', 'MongoDB', 'HBase', 'Hive', 'Hadoop', '团队管理经验', '爬虫经验']",[]
Python（编号042）薪资16.5k 千帆后端系统,本科,3-5年,博彦科技承德有限公司,北京,海淀区,上地,"['Python', 'Redis', 'MySQL', 'MongoDB']","['五险一金', '加班补助', '带薪年假', '定期体检', '节日福利', '零食下午茶']"
Python算法初级工程师,本科,1-3年,途普智能,北京,丰台区,科技园区,"['PyTorch', 'Docker', 'Django', 'MySQL', 'Python']","['有无线网', '五险一金', '带薪年假', '定期体检', '节日福利']"
Python开发工程师,本科,3-5年,海舶无人船,北京,朝阳区,朝外,['Django'],"['节日福利', '免费班车', '五险一金']"
python工程师,本科,经验不限,贵普智能,北京,海淀区,上地,"['Java', '爬虫经验', 'Django', 'PostgreSQL', 'MySQL', '运维开发经验', 'Redis', 'Numpy', 'Python']",[]
Python开发工程师,本科,经验不限,云起无垠,北京,海淀区,学院路,"['Django', 'MySQL', 'Redis', 'Tornado', 'MongoDB', 'Python', 'Flask']","['员工旅游', '节日福利', '零食下午茶', '带薪年假', '全勤奖', '年终奖', '餐补', '股票期权', '住房补贴', '定期体检', '五险一金']"
python,本科,经验不限,华为,北京,海淀区,西北旺,"['Python', 'Java', 'C++', '运维开发经验']","['交通补助', '保底工资', '企业年金', '股票期权', '加班补助', '员工旅游', '绩效奖金', '节假日加班费', '法定节假日三薪', '夜班补助', '补充医疗保险', '定期体检', '团建聚餐', '零食下午茶', '意外险', '年终奖', '免费班车', '带薪年假', '节日福利', '五险一金']"
高级python开发工程师,本科,3-5年,与思信科,北京,朝阳区,朝外,"['Python', 'Flask', 'Redis', 'MySQL', '爬虫经验']","['带薪年假', '保底工资', '底薪加提成', '节日福利', '五险一金', '员工旅游']"
Python,本科,5-10年,青岛宝亿煌科技,北京,海淀区,学院路,"['Python', 'Django', 'MySQL', '团队管理经验']",[]
python开发工程师,本科,经验不限,融智国创,北京,海淀区,上地,"['Django', 'MySQL', 'Oracle', 'Python']","['生日福利', '定期体检', '股票期权', '带薪年假', '员工旅游', '零食下午茶', '五险一金', '绩效奖金', '保底工资', '年终奖', '节日福利', '分红']"
python开发工程师,本科,3-5年,合合科技,北京,朝阳区,建国门,"['服务器配置', '接受无前端经验/技能', '分布式技术', 'Redis', '数据结构', '网络爬虫技术', 'Django', 'MySQL', 'MVC开发', 'Linux开发/部署经验', '后端开发', '容器技术', 'Python', 'Flask']","['定期体检', '节日福利', '年终奖', '餐补', '带薪年假', '员工旅游', '股票期权', '包吃', '全勤奖', '零食下午茶']"
python开发工程师,本科,3-5年,某中型机械设备公司,北京,,,"['Python', 'Numpy', 'Pandas', 'MongoDB', 'MySQL']","['交通补助', '餐补', '股票期权', '住房补贴', '全勤奖', '定期体检', '年终奖', '节日福利', '五险一金', '加班补助']"
python开发工程师,本科,1-3年,感易智能,北京,西城区,西直门,"['Django', 'Spark', 'Python', 'Flask', 'TensorFlow']","['节日福利', '带薪年假', '股票期权', '绩效奖金', '五险一金']"
Python,本科,5-10年,中企科信,北京,石景山区,苹果园,"['Nginx', 'Pandas', 'MySQL', 'Linux开发/部署经验', 'Python']","['社保', '节日福利', '意外险']"
Python开发工程师,本科,3-5年,格上富信,北京,朝阳区,朝外,"['Python', 'Django', 'Flask', 'Docker', 'MySQL', 'MongoDB', 'Linux开发/部署经验', '爬虫经验', 'python', '后端开发']","['五险一金', '带薪年假', '年终奖', '节日福利', '餐补', '定期体检']"
python开发运维,本科,3-5年,青由,上海,黄浦区,外滩,"['Python', 'Docker', 'Nginx', 'MySQL', 'PostgreSQL', 'Redis', '架构设计经验']",[]
Python,本科,5-10年,信必优Symbio,上海,浦东新区,南码头,"['Python', 'Java', 'Golang', 'Django', 'MySQL']","['五险一金', '带薪年假', '团建聚餐', '节日福利', '定期体检', '零食下午茶']"
Python工程师,本科,1-3年,深圳市依电科技,上海,松江区,车墩,"['Nginx', '爬虫经验', 'Python', 'HBase']","['节日福利', '年终奖', '团建聚餐', '加班补助', '定期体检', '员工旅游', '绩效奖金', '工龄奖', '补充医疗保险', '生日福利', '零食下午茶', '全勤奖', '五险一金', '餐补', '带薪年假']"
Python 开发工程师,本科,3-5年,上海证韬,上海,徐汇区,漕河泾,"['Docker', 'Django', 'PostgreSQL', 'MySQL', '机器学习经验', '其他', 'MongoDB', 'Linux开发/部署经验', '问答系统', 'Python', 'Kubernetes']",[]
中级python开发工程师,本科,3-5年,栎皓科技,上海,宝山区,顾村,"['Django', 'MySQL', 'Tornado', 'MongoDB', 'Python', 'Flask']","['五险一金', '员工旅游', '股票期权', '年终奖', '带薪年假']"
软件工程师（Python）,本科,3-5年,瞬联科技,上海,浦东新区,张江,"['Python', 'airflow/worflow', 'UC4']","['节日福利', '补充医疗保险', '定期体检', '带薪年假', '意外险', '零食下午茶', '五险一金']"
python,本科,3-5年,软通动力,上海,杨浦区,五角场,"['Python', 'Django', 'Flask', 'MySQL', 'Linux开发/部署经验', '机器学习经验', '云计算经验', '机器学习', '大模型']","['加班补助', '零食下午茶', '免费班车', '团建活动', '补充医疗保险', '五险一金', '交通补助', '带薪年假', '通讯补贴', '节日福利', '生日福利', '定期体检']"
python,本科,3-5年,西门子DI,上海,杨浦区,五角场,"['Python', 'Django', 'Redis', '分布式经验', '机器学习经验']",[]
Python开发-双休-大厂岗位,本科,1-3年,纬创软件,上海,杨浦区,五角场,"['Python', 'Java', '双休', '福利待遇好 五险一金']","['定期体检', '节日福利', '零食下午茶', '带薪年假', '五险一金', '团建聚餐', '补充医疗保险', '员工旅游']"
python工程师（接受无经验/高薪/双休！）,本科,1-3年,某大型知名计算机软件公司,上海,,,"['Python', 'Pandas', 'Django', 'MySQL', 'Spark', 'Hadoop']","['加班补助', '免费班车', '股票期权', '团建聚餐', '节日福利', '带薪年假', '节假日加班费', '保底工资', '法定节假日三薪', '五险一金', '员工旅游', '定期体检', '意外险', '交通补助', '绩效奖金', '年终奖', '零食下午茶', '企业年金', '夜班补助', '补充医疗保险']"
python开发工程师,本科,3-5年,拙思信息科技,上海,长宁区,新华路,"['数据处理', 'Python']",[]
python后端开发工程师,本科,3-5年,数脉智联,上海,闵行区,虹桥,"['Python', 'Django', 'Flask', 'Docker', 'Nginx', 'MySQL', 'Redis', '架构设计经验', '运维开发经验', '爬虫']",[]
大模型开发工程师（Python）长期,本科,3-5年,北京布泽尺素科技,上海,,,"['Python', 'Java', 'Docker', 'MySQL', '大模型开发']",['五险一金']
python开发工程师（全本学信）,本科,3-5年,杰奕,上海,虹口区,四川北路,"['Django', 'PostgreSQL', 'MySQL', 'Python']","['团建聚餐', '五险一金', '带薪年假', '生日福利', '节日福利', '定期体检']"
python开发工程师,本科,3-5年,中创浩天,上海,浦东新区,陆家嘴,"['Python', '自动化测试', '测试开发']","['年终奖', '带薪年假', '五险一金', '节日福利']"
Python开发,本科,1-3年,润和软件,上海,,,"['Python', 'Flask', 'Django', 'MySQL', 'Linux开发/部署经验']","['节日福利', '带薪年假', '交通便利', '股票期权', '团建聚餐', '年终奖', '食堂', '五险一金']"
Python（21本即可，长期稳定）,本科,3-5年,神州信息,上海,嘉定区,嘉定镇,"['Python', 'Flask', 'Pandas', 'Django', 'MySQL', 'Redis', 'Oracle', 'MongoDB', '微服务经验', '爬虫经验', '机器学习经验', '云计算经验']","['意外险', '年终奖', '定期体检', '五险一金', '朝九晚六', '补充医疗保险', '餐补', '带薪年假', '股票期权']"
python开发,本科,5-10年,华苏科技,上海,浦东新区,张江,"['爬虫经验', 'Docker', '机器学习', '智能爬虫', '数据自动化处理', 'AI', '人工智能', 'Linux开发/部署经验', 'Python']","['节日福利', '带薪年假', '定期体检', '五险一金']"
python开发工程师,本科,1-3年,南洋万邦,上海,,,"['Python', 'Kubernetes', 'Docker', 'MySQL', 'Redis', 'Spark', 'HBase', 'Hive', '大模型应用开发']","['交通补助', '年终奖', '定期体检', '全勤奖', '餐补', '加班补助', '节日福利', '通讯补贴', '员工旅游', '五险一金', '带薪年假', '补充医疗保险']"
Python（短期7个月）,本科,3-5年,得逸信息,上海,闵行区,虹桥,"['Python', 'Django', 'Flask', 'PyTorch', 'MySQL', '分布式经验', 'DevOps', '容器化', 'vue', '前端']","['定期体检', '零食下午茶', '带薪年假', '通讯补贴', '节日福利', '员工旅游', '五险一金']"
python,本科,3-5年,凯融信息科技,上海,普陀区,曹杨,"['机器学习经验', 'AI大模型', 'Linux开发/部署经验', 'Python']",[]
Python,本科,3-5年,瑞友慧智,上海,浦东新区,陆家嘴,"['Django', 'MySQL', '大模型', 'Python']",[]
Python,大专,经验不限,上海四只猫网络技术,上海,杨浦区,五角场,"['Django', 'MySQL', 'Python']",[]
Python,本科,1-3年,乐驰软件,上海,闵行区,虹桥,"['Python', 'Django', 'MySQL', 'MongoDB', 'Redis']","['五险一金', '加班补助', '带薪年假', '交通补助', '节日福利']"
Python （Pandas/NumPy）,本科,经验不限,某大数据公司,上海,,,"['Python', 'Pandas', 'Numpy', 'MySQL']","['五险一金', '年终奖', '带薪年假', '补充医疗保险', '定期体检', '节日福利']"
Python,大专,5-10年,德臻,上海,徐汇区,漕河泾,"['Python', 'Pandas', '低代码平台', 'Coze', 'Dify', 'rag/工作流编排']","['节日福利', '五险一金', '带薪年假', '年终奖']"
Python Web工程师,本科,在校/应届,担路网,上海,松江区,九亭,"['GIT', 'Linux', 'PostgreSQL', 'Django', '架构师', 'JS', 'vue.js', 'Node.js']","['五险一金', '全勤奖', '通讯补贴', '年终奖', '带薪年假', '交通补助', '节日福利']"
python开发,大专,5-10年,上海瀚若轩公司,上海,徐汇区,龙华,"['Django', 'MySQL', 'Python']","['年终奖', '五险一金']"
python,本科,1-3年,FIT2CLOUD飞致云,上海,徐汇区,漕河泾,['Python'],"['加班补助', '带薪年假', '定期体检', '通讯补贴', '企业年金', '交通补助', '节日福利', '年终奖', '员工旅游', '五险一金', '零食下午茶']"
python开发,本科,1-3年,上海意仕腾人工智...,上海,杨浦区,长阳路,"['Python', 'Pandas', 'MySQL', 'Linux开发/部署经验', '架构设计经验', '分布式经验', '爬虫经验', '机器学习经验']",[]
python后端开发工程师,本科,经验不限,钱拓网络,上海,浦东新区,金桥,"['Docker', 'Pandas', 'MySQL', 'Redis', 'Numpy', 'Python', 'Flask', 'Kubernetes']","['年终奖', '团建聚餐', '五险一金', '员工旅游', '餐补', '节日福利', '带薪年假', '绩效奖金', '生日福利', '高温补贴', '定期体检', '零食下午茶', '加班补助']"
Python开发工程师-00057,本科,1-3年,盟识科技,上海,闵行区,浦江,"['Python', 'Docker', 'MySQL', 'Oracle', 'Linux开发/部署经验', 'MQTT']","['节日福利', '定期体检', '五险一金']"
Python开发（人工智能应用）,大专,1-3年,湓江科技,上海,闵行区,吴泾,"['Django', '运维开发经验', 'Python', 'Flask']",[]
python开发,本科,3-5年,鑫燃科技,上海,闵行区,莘庄,"['Python', 'agent', '大模型']","['夜班补助', '年终奖', '五险一金', '加班补助']"
python后端开发（线上面试，短期）,本科,1-3年,某物流公司,上海,,,"['Python', 'Django', 'MySQL', '机器学习经验']",[]
Python开发工程师,本科,3-5年,上海现代通用,上海,闵行区,浦江,"['Python', 'Django', 'Flask', 'MySQL', 'Oracle']",[]
python开发,大专,5-10年,广州驰三丰电动车,上海,浦东新区,张江,"['Python', 'Golang', 'Django', 'Flask', 'MySQL', '架构设计经验', '爬虫经验', 'AI模型', '机器学习', '深度学习']","['绩效奖金', '工龄奖', '加班补助', '年终奖', '定期体检', '五险一金']"
Python后端开发工程师（Angent 编排平台）,本科,3-5年,氦氪科技(上海),上海,,,"['Python', 'PyTorch', 'TensorFlow', 'Redis']","['补充医疗保险', '保底工资', '团建聚餐', '股票期权', '生日福利', '年终奖', '绩效奖金', '节假日加班费', '带薪年假', '定期体检', '节日福利', '交通补助', '加班补助', '五险一金']"
Python-金融项目长期【13薪+全额公积金】,本科,3-5年,中软国际,上海,浦东新区,张江,"['MySQL', 'Python', 'Flask']","['定期体检', '零食下午茶', '带薪年假', '加班补助', '员工旅游', '餐补', '节日福利', '年终奖', '五险一金', '免费班车']"
Python开发工程师,大专,1-3年,虎尾智能,上海,浦东新区,陆家嘴,['Python'],"['底薪加提成', '绩效奖金', '五险一金']"
Python工程师,本科,5-10年,捷科智诚,上海,浦东新区,陆家嘴,"['分布式经验', 'Django', 'MySQL', '数据建模', 'Python']","['加班补助', '五险一金', '出差', '带薪年假', '补充医疗保险', '节日福利']"
python开发工程师-上海,本科,经验不限,北京外企德科人力...,上海,,,"['Java', 'C++', '云计算经验', 'Python']","['定期体检', '带薪年假', '加班补助', '节日福利', '年终奖', '交通补助', '补充医疗保险', '零食下午茶', '通讯补贴', '五险一金']"
初级python开发工程师,本科,1-3年,咪啰科技,上海,虹口区,四川北路,"['MySQL', 'Redis', 'Python', 'Flask']","['节日福利', '定期体检', '股票期权', '生日福利', '绩效奖金', '优先落户', '五险一金', '带薪年假', '优先购房', '零食下午茶']"
