职位,学历,经验,公司,"城市,",区域,商圈,技能列表,福利列表
Python 开发工程师 (后端方向),本科,1-3年,留凤,深圳,光明区,光明,"['Python', 'Django', 'MySQL']",[]
Python/C/C++（周末双休）,本科,1-3年,易宝软件,深圳,龙岗区,坂田,"['C++', 'Python', 'MySQL']","['交通补助', '补充医疗保险', '零食下午茶', '节日福利', '带薪年假', '员工旅游', '五险一金', '夜班补助', '年终奖', '企业年金', '双休', '六险一金', '工龄奖', '通讯补贴', '定期体检', '加班补助', '餐补', '节假日加班费', '绩效奖金', '法定节假日三薪']"
Python,大专,3-5年,武汉佰钧成技术,深圳,南山区,科技园,"['Golang', 'Django', 'MySQL', '安全知识原理', 'Python']","['定期体检', '五险一金', '节日福利', '补充医疗保险', '带薪年假']"
Python（驻场腾讯）,大专,1-3年,亚康万玮,深圳,南山区,科技园,"['Python', 'Flask', 'Django']","['节日福利', '年终奖', '团建聚餐', '意外险', '带薪年假', '定期体检', '五险一金', '加班补助']"
Python（AI开发经验）,本科,3-5年,星河滚烫,深圳,宝安区,西乡,"['Nginx', 'C++', '爬虫经验', 'Django', 'MySQL', 'AI', 'Redis', 'Tornado', '量化交易开发经验', 'Python', 'Flask']","['底薪加提成', '加班补助', '节日福利', '零食下午茶', '带薪年假', '团建聚餐', '节假日加班费', '五险一金', '有无线网', '绩效奖金', '生日福利', '法定节假日三薪']"
Python,本科,1-3年,天玑数科,深圳,龙岗区,布吉,"['PyTorch', 'Docker', 'PostgreSQL', 'AI应用', '机器学习经验', '运维开发经验', 'Redis', '后端', 'Linux开发/部署经验', 'Python', 'Flask']",[]
python后台开发工程师,本科,3-5年,观麦,深圳,南山区,科技园,"['Linux', 'Django', 'MySQL', 'golang', '接受无前端经验/技能', 'MongoDB', '架构设计经验', 'Linux开发/部署经验', 'Python']","['通讯补贴', '零食下午茶', '交通补助', '餐补', '定期体检', '加班补助', '社团活动', '五险一金', '弹性工作', '带薪年假', '员工旅游', '股票期权', '年终奖', '节日福利']"
Python（大数据模型方向）/长期稳定,本科,3-5年,拓保软件,深圳,南山区,科技园,"['Python', 'Pandas', 'MySQL', 'Redis', '架构设计经验', '团队管理经验', '大数据模型经验', '金融经验']","['有无线网', '意外险', '五险一金', '定期体检', '全勤奖', '带薪年假', '团建旅游', '生日福利', '体检', '绩效奖金', '补充医疗保险', '员工旅游', '零食下午茶', '底薪加提成', '餐补', '保底工资', '加班补助', '节日福利']"
Python（现场面试）,大专,3-5年,上海海万信息科技,深圳,福田区,梅林,"['Python', 'Java', '爬虫经验', '证券', '图表  数据', '金融  基金  证券银行']","['零食下午茶', '带薪年假', '节日福利', '五险一金', '定期体检', '员工旅游']"
python开发工程师,本科,1-3年,银润康,深圳,龙华区,民治,"['C++', '分布式经验', 'Django', 'MySQL', '机器学习经验', 'Linux开发/部署经验', 'Python']",['五险一金']
python机器人工程师13-20k,本科,1-3年,大象安泰,深圳,宝安区,西乡,"['C++', 'C', 'Python']","['有无线网', '带薪年假', '宿舍有空调', '节日福利', '法定节假日三薪', '包住', '工龄奖', '绩效奖金', '企业年金', '节日福利', '五险一金', '全勤奖']"
Python工程师 大厂项目可选择 接受无经验,本科,经验不限,某大型知名通信设备公司,深圳,,,"['Python', 'Django', 'Flask', 'Docker', 'Kafka', 'MySQL', 'Oracle', 'Redis']","['节日福利', '加班补助', '年终奖', '五险一金', '全勤奖', '公司上下班车', '通讯补贴', '零食下午茶', '公司花园小区', '股票期权', '员工旅游', '交通补助', '免费班车', '带薪年假', '定期体检']"
中级python开发工程师,大专,3-5年,分享智安,深圳,南山区,科技园,"['Java', '微服务经验', 'Django', 'MySQL', '机器学习经验', 'Redis', '云计算经验', 'Tornado', '架构设计经验', 'Python', 'Flask']",[]
初级python后端开发工程师,本科,1-3年,十方融海,深圳,南山区,科技园,"['Python', 'Django', 'Flask', 'Tornado', 'MySQL', 'Redis', '微服务经验']","['定期体检', '带薪年假', '绩效奖金', '团建聚餐', '交通补助', '节日福利', '工龄奖', '底薪加提成', '零食下午茶', '全勤奖', '五险一金']"
python开发(游戏行业),大专,1-3年,志成互联企业咨询管理,深圳,南山区,科技园,['Python'],"['五险一金', '零食下午茶', '绩效奖金', '节日福利', '通讯补贴', '全勤奖']"
python,本科,5-10年,博奥特,深圳,,,"['Python', 'Django', 'Flask', 'Docker', 'Oracle', 'Spark', 'Hive', 'Hadoop', '架构设计经验', '量化交易开发经验', '证券', '调度', '集成']","['带薪年假', '五险一金', '零食下午茶', '节日福利']"
Java/Python,本科,在校/应届,深云智安,深圳,南山区,科技园,"['JVM', 'Java', 'Tomcat', '不接受居家办公', '分布式经验', 'Redis', 'Spring', '大数据经验', 'Docker', '微服务经验', 'MySQL', 'MyBatis', '架构设计经验', 'Oracle', 'Python']","['五险一金', '加班补助', '节假日加班费', '零食下午茶']"
Python开发工程师（知识库方向）,大专,经验不限,广州新创意策划,深圳,南山区,科技园,"['MySQL', '知识图谱、知识库', '其他', 'Python']",[]
python开发工程师,大专,3-5年,摩凌科技,深圳,宝安区,新安,"['celery', 'Elasticsearch', 'Django', 'MySQL', 'Redis', 'Python']","['零食下午茶', '三八节半天假', '定期体检', '绩效奖金', '餐补', '员工旅游', '团建聚餐', '带薪年假', '补充医疗保险', '年终奖', '节日福利', '交通补助', '五险一金', '全勤奖', '六一儿童节']"
Python工程师（技术支持岗）,本科,1-3年,小栖科技,深圳,龙华区,深圳北站,"['Scrapy', 'PyTorch', 'Pandas', '机器学习经验', 'MongoDB', 'Numpy', 'Python', 'TensorFlow']",[]
中级Python开发工程师(J10275),本科,1-3年,瑞云科技,深圳,南山区,南山中心,"['Django', 'MySQL', 'Redis', 'Python']","['夜班补助', '股票期权', '生日福利', '年终奖', '节日福利', '餐补', '五险一金', '带薪年假', '交通补助', '零食下午茶', '加班补助', '法定节假日三薪', '团建聚餐', '员工旅游', '补充医疗保险', '绩效奖金', '定期体检']"
大模型后端服务工程师（Python方向）,本科,3-5年,深圳芯算无限科技,深圳,南山区,大学城,"['Python', 'PyTorch', 'Flask', 'Redis', 'MySQL', '架构设计经验', '机器学习经验', 'Linux开发/部署经验']","['带薪年假', '股票期权', '节日福利', '五险一金']"
python量化工程师，策略开发,大专,1-3年,寿光清照如玉文化,深圳,南山区,科技园,"['爬虫', '量化策略研发', 'Python']",[]
Python 开发工程师/可实习,本科,经验不限,全灵,深圳,南山区,南头,"['接受实习/在校生投递', '分布式经验', '微服务经验', 'Linux开发/部署经验', 'Python']","['交通补助', '节日福利', '带薪年假', '绩效奖金', '股票期权', '五险一金', '员工旅游', '年终奖']"
Python软件工程师,大专,1-3年,昊阳天宇,深圳,宝安区,石岩,"['Python', 'Django', 'MySQL']","['五险一金', '定期体检', '餐补', '全勤奖', '年终奖', '员工旅游', '节日福利', '带薪年假']"
python开发工程师,大专,1-3年,虎克技术,深圳,南山区,科技园,"['Python', 'Flask', 'MySQL', 'Redis', 'Oracle']","['节日福利', '员工旅游', '零食下午茶', '餐补', '加班补助', '通讯补贴', '补充医疗保险', '股票期权', '带薪年假', '年终奖', '五险一金']"
python,本科,5-10年,深圳网新新思,深圳,福田区,车公庙,"['Python', 'Pandas', 'MySQL', '架构设计经验']","['加班补助', '带薪年假', '节日福利', '年终奖', '生日福利', '定期体检', '零食下午茶', '五险一金', '餐补']"
Python后端APP开发,大专,3-5年,一炬科技,深圳,南山区,科技园,"['RESTful API', '团队管理经验', 'asyncio', '熟悉fastapi', 'Django', 'PostgreSQL', '运维开发经验', 'AI', '架构设计经验', 'Python']","['五险一金', '节日福利', '团建聚餐', '零食下午茶', '员工旅游', '绩效奖金', '带薪年假', '生日福利', '年终奖', '工龄奖']"
Python,本科,3-5年,睿服科技,深圳,罗湖区,东门,"['Django', 'MySQL', 'Python']","['年终奖', '五险一金', '定期体检', '带薪年假', '节日福利']"
高级python工程师-居家办公,本科,5-10年,ModeSens,深圳,罗湖区,东门,"['Python', 'Django', 'MySQL']","['五险一金', '补充医疗保险', '定期体检', '加班补助', '年终奖', '带薪年假']"
python高级工程师,大专,1-3年,北京欢与科技有限公司,深圳,南山区,科技园,"['Python', 'Pandas', 'MySQL']",[]
python开发,本科,3-5年,深圳市北科检测,深圳,龙岗区,坂田,"['Python', 'PyTorch', 'TensorFlow', 'PostgreSQL', 'Linux开发/部署经验', '云计算经验']","['交通补助', '节日福利', '年终奖', '五险一金', '员工旅游', '带薪年假', '零食下午茶', '全勤奖']"
Python开发/大数据开发,本科,经验不限,华为云计算,深圳,龙岗区,坂田,"['Python', 'PyTorch', 'MySQL']","['节假日加班费', '生日福利', '员工旅游', '交通补助', '加班补助', '团建聚餐', '补充医疗保险', '定期体检', '法定节假日三薪', '五险一金', '住房补贴', '夜班补助', '绩效奖金', '保底工资', '节日福利', '年终奖', '带薪年假', '免费班车', '意外险', '零食下午茶']"
自动驾驶数据开发工程师-Python[正式、OD],本科,3-5年,欧冶半导体,深圳,南山区,科技园,"['Nginx', 'C++', 'PyTorch', 'Django', 'PostgreSQL', '机器学习经验', 'MongoDB', 'Linux开发/部署经验', 'Python']","['带薪年假', '意外险', '绩效奖金', '节日福利', '生日福利', '团建聚餐', '零食下午茶', '定期体检', '五险一金', '员工旅游', '住房补贴', '年终奖', '股票期权']"
Python大模型,本科,1-3年,长亮科技,深圳,南山区,科技园,"['爬虫经验', 'PostgreSQL', 'Pandas', '机器学习经验', 'Redis', 'Tornado', 'MongoDB', 'Python', 'Flask']","['节日福利', '交通补助', '员工旅游', '法定节假日三薪', '通讯补贴', '补充医疗保险', '五险一金', '意外险', '团建聚餐', '股票期权', '保底工资', '绩效奖金', '加班补助', '零食下午茶', '定期体检', '带薪年假']"
Python 后端开发工程师（外包）,大专,1-3年,SenseTime,深圳,南山区,科技园,"['Django', 'MySQL', 'Redis', 'Python', 'Flask']","['通讯补贴', '交通补助', '年终奖', '带薪年假', '住房补贴', '餐补', '股票期权', '零食下午茶', '加班补助', '五险一金', '定期体检', '节日福利', '补充医疗保险', '包吃']"
Python后端研发工程师,本科,1-3年,深圳数澈软件有限公司,深圳,南山区,科技园,"['Golang', 'C++', 'C', '机器学习经验', '云计算经验', '架构设计经验', 'Linux开发/部署经验', 'Python']","['零食下午茶', '五险一金', '定期体检', '保底工资', '员工旅游', '补充医疗保险', '股票期权', '通讯补贴', '带薪年假', '年终奖', '团建聚餐', '节日福利']"
Python算法开发工程师,本科,1-3年,博彦科技承德有限公司,深圳,南山区,科技园,"['PyTorch', 'Linux', 'Django', 'Pandas', 'Python']","['加班补助', '定期体检', '节日福利', '带薪年假', '五险一金', '零食下午茶']"
python开发工程师,本科,经验不限,某大型专业猎头服务公司,深圳,,,"['Python', 'Flask', 'Spark', 'MySQL']",[]
Python Engineer,本科,3-5年,雅柏宝,深圳,福田区,会展中心,"['Pandas', 'MySQL', 'Linux开发/部署经验', 'Numpy', '量化交易开发经验', 'Python', 'Flask']","['零食下午茶', '节假日加班费', '法定节假日三薪', '员工旅游', '五险一金', '保底工资', '带薪年假', '年终奖', '加班补助', '餐补']"
Java/C/C++/Python/前端/测试（接受应届）,本科,经验不限,华为公司,深圳,龙岗区,坂田,"['Java', 'C++', 'PyTorch', '机器学习经验', 'Python']",[]
Python 研发工程师,本科,1-3年,蘑菇财富,深圳,南山区,科技园,"['Python', 'Django', 'MySQL']","['餐补', '全勤奖', '员工旅游', '团建聚餐', '定期体检', '股票期权', '女生假', '生日福利', '带薪年假', '五险一金', '年终奖', '免费工装', '节日福利']"
Python,本科,经验不限,音郁科技,深圳,龙岗区,坂田,"['Python', 'Django', 'Pandas', 'Flask', 'Numpy', 'PyTorch', 'Oracle', 'MongoDB', 'MySQL', '机器学习经验']","['节假日加班费', '带薪年假', '法定节假日三薪', '定期体检', '保底工资', '绩效奖金', '团建聚餐', '五险一金']"
中级python开发工程师,大专,1-3年,美新特,深圳,,,"['Python', 'C++', 'C', 'Java', 'C#', 'Numpy', 'Pandas', 'Flask', 'Django', 'Scrapy', 'MySQL', 'PostgreSQL', 'Redis', 'MongoDB']","['定期体检', '节日福利', '包吃', '年终奖', '交通补助', '全勤奖', '带薪年假', '通讯补贴', '加班补助', '餐补', '补充医疗保险', '住房补贴', '五险一金']"
python开发工程师,本科,1-3年,立德机器,深圳,宝安区,石岩,"['Java', 'Python']","['股票期权', '节日福利', '带薪年假', '年终奖', '定期体检', '五险一金', '员工旅游']"
Python开发工程师,大专,1-3年,亿达信息,深圳,南山区,科技园,"['Django', 'MySQL', 'Redis', 'Python']","['五险一金', '加班补助', '带薪年假', '补充医疗保险', '定期体检', '节日福利']"
Python,本科,经验不限,前海麒锋博锐,深圳,龙华区,龙华,['爬虫'],[]
Python,本科,3-5年,深圳华云信息系统科技,深圳,罗湖区,东门,"['opengauss', '分布式经验', '证券', 'Hadoop', 'Redis', '异步io', 'grpc', 'HBase', 'fastapi', 'Docker', 'Elasticsearch', '微服务经验', 'Django', 'MySQL', '运维开发经验', '云计算经验', 'MongoDB', 'Python', 'Flask', 'Kubernetes']","['有无线网', '带薪年假', '团建聚餐', '定期体检', '零食下午茶', '节日福利', '意外险', '生日福利', '员工旅游', '五险一金']"
python高级开发工程师,本科,3-5年,深圳爱方智易投资咨询,深圳,南山区,科技园,"['团队管理经验', 'Pandas', 'MySQL', '机器学习经验', '架构设计经验', '量化交易开发经验', 'Python']",[]
python开发工程师,本科,3-5年,爱莫科技,深圳,南山区,西丽,"['爬虫经验', 'PyTorch', 'MySQL', 'Linux开发/部署经验', 'Numpy', 'Python', 'TensorFlow', 'Flask']","['零食下午茶', '员工旅游', '加班调休', '定期体检', '加班餐', '年终奖', '定期培训', '项目奖金', '交通补助', '企业文化衫', '节日福利', '股票期权', '带薪年假', '团建聚餐', '五险一金']"
Python算法开发工程师,本科,1-3年,柯莱特集团,深圳,南山区,科技园,"['Python', 'Django', 'Flask', 'Tornado', 'Scrapy', 'Numpy', 'MySQL', 'Redis', 'Spark', 'Hadoop']","['交通补助', '节日福利', '五险一金']"
python开发,本科,3-5年,深晟科技,深圳,南山区,科技园,['Python'],"['五险一金', '节日福利', '带薪年假', '员工旅游', '年终奖', '股票期权', '零食下午茶']"
python,大专,3-5年,深圳市万众创想电...,深圳,龙岗区,龙岗中心城,"['Python', 'Elasticsearch', 'MySQL', 'Redis', '爬虫经验']","['零食下午茶', '生日福利', '员工旅游', '团建聚餐', '五险', '保底工资', '加班补助', '宿舍有空调', '节假日加班费', '绩效奖金', '底薪加提成', '全勤奖', '法定节假日三薪', '补充医疗保险', '带薪年假', '有无线网', '节日福利']"
Python编程老师,本科,1-3年,小码教育,深圳,福田区,车公庙,"['C++', '少儿编程老师', 'Python老师', 'Python']","['员工旅游', '有无线网', '节日福利', '零食下午茶', '五险一金', '带薪年假', '年终奖', '股票期权']"
AI医学影像软件工程师-JAVA/Python,本科,1-3年,真数智能,深圳,南山区,科技园,"['Java', '医学影像', 'C++', 'Docker', 'MySQL', 'Redis', 'VTK', '有前端经验/技能', '三维可视化', 'Python']","['五险一金', '带薪年假', '补充医疗保险', '年终奖', '股票期权', '定期体检', '住房补贴']"
影刀RPA开发（python）,本科,经验不限,车扬科技,深圳,龙岗区,坂田,['Python'],"['餐补', '带薪年假', '员工旅游', '年终奖', '绩效奖金', '团建聚餐', '五险一金', '股票期权', '全勤奖', '零食下午茶']"
python开发工程师,本科,1-3年,安络科技,深圳,南山区,科技园,"['Python', 'PyTorch', 'TensorFlow']",[]
Python开发-金融项目-上市公司-六险一金,本科,经验不限,四方精创,深圳,南山区,科技园,['python'],"['员工旅游', '交通补助', '补充医疗保险', '加班补助', '五险一金', '股票期权', '带薪年假', '年终奖', '餐补', '定期体检', '节日福利', '零食下午茶']"
AI创新应用工程师（Python方向）,本科,在校/应届,深圳泰久信息,深圳,光明区,光明,"['AI', 'Python']","['五险一金', '股票期权', '员工活动', '活动基金', '带薪年假', '生日福利']"
python开发工程师 证券项目,本科,3-5年,银信科技,深圳,罗湖区,园岭,"['Django', 'MySQL', 'Linux开发/部署经验', 'Python']","['五险一金', '定期体检', '餐补', '员工旅游', '年终奖', '带薪年假', '补充医疗保险', '通讯补贴', '节日福利', '零食下午茶']"
Python（金融行业假+全额公积金+双休）,本科,3-5年,德科信息有限公司,深圳,罗湖区,东门,"['Django', 'MySQL', 'Python']","['节日福利', '股票期权', '生日福利', '带薪年假', '五险一金', '团建聚餐']"
Python engineer——头部金融集团,本科,3-5年,某知名银行公司,深圳,,,"['Python', 'Numpy', 'Pandas', 'MySQL', 'Oracle', '微服务经验', '爬虫经验', '运维开发经验', '金融企业', '银行', '风险']",[]
python高级开发工程师,大专,3-5年,深圳量德信息技术,深圳,龙岗区,南联,"['Python', 'Java', 'Django', 'Redis', 'MongoDB', 'PostgreSQL', '架构设计经验']",[]
python,大专,3-5年,深圳市技森科技,深圳,龙华区,龙华,"['量化交易策略', 'Django', 'MySQL', 'Redis', '量化交易开发经验', 'Python']","['零食下午茶', '全勤奖', '团建聚餐', '节假日加班费', '带薪年假', '工龄奖', '员工旅游', '节日福利', '生日福利', '年终奖', '五险一金']"
python开发工程师,本科,在校/应届,易仓科技,深圳,南山区,西丽,"['MySQL', '机器学习经验', '运维开发经验', '云计算经验', 'Linux开发/部署经验', 'Python', 'TensorFlow', 'Kubernetes']","['五险一金', '绩效奖金', '年终奖', '每月生日会', '带薪年假', '健身器材', '加班补助', '通讯补贴', '股票期权', '交通补助', '零食下午茶', '节日福利', '员工俱乐部', '补充医疗保险', '团建聚餐', '生日福利', '员工旅游', '每月团建']"
python 开发,大专,1-3年,杉岩数据,深圳,福田区,梅林,"['Python', 'Django', 'MySQL', '分布式存储', '监控告警']","['零食下午茶', '年终奖', '宵夜补贴', '股票期权', '节日福利', '员工旅游', '带薪年假', '团建聚餐', '定期体检', '补充医疗保险', '通讯补贴', '五险一金']"
python后端工程师,本科,经验不限,某大数据公司,深圳,,,"['Python', 'Flask', 'Redis', '架构设计经验']","['带薪年假', '五险一金', '年终奖', '无限额年假', '定期体检', '团建聚餐', '股票期权', '节日福利']"
python开发工程师,本科,经验不限,华为,深圳,龙岗区,坂田,"['Python', 'Java', 'C++', 'Django', 'Flask', 'Tornado', 'MySQL', 'Redis', 'Oracle']","['企业年金', '带薪年假', '团建聚餐', '免费班车', '交通补助', '节日福利', '员工旅游', '五险一金', '法定节假日三薪', '年终奖', '保底工资', '零食下午茶', '定期体检', '加班补助', '补充医疗保险', '意外险', '节假日加班费', '绩效奖金', '夜班补助', '股票期权']"
Python,本科,在校/应届,图和文,深圳,龙岗区,坂田,"['Python', 'Django', 'Numpy', 'Pandas', 'PyTorch', 'TensorFlow', 'MySQL', '机器学习经验']",[]
Python,本科,1-3年,微创软件,深圳,南山区,科技园,"['MySQL', 'Linux开发/部署经验', 'Python', 'Flask']","['五险一金', '补充医疗保险', '定期体检', '免费班车', '员工旅游', '零食下午茶', '节日福利', '年终奖', '带薪年假']"
python开发工程师,本科,1-3年,七箭科技,深圳,坪山区,坪山,"['Django', 'Python']","['住房补贴', '带薪年假', '股票期权', '员工旅游', '五险一金']"
python/php开发工程师,大专,1-3年,沃尔登,深圳,龙华区,民治,"['Python', 'PHP', 'Flask', 'Elasticsearch', 'TensorFlow', 'MySQL', 'Redis', 'MongoDB', '架构设计经验', '爬虫经验']","['餐补', '年终奖', '住房补贴', '通讯补贴', '员工旅游', '加班补助']"
Python开发（证券项目/全额公积金/双休）,本科,3-5年,博彦科技,深圳,罗湖区,园岭,"['Hive', '大数据组件', 'Django', 'MySQL', 'Hadoop', 'Kafka', 'Spark', 'Oracle', '金融经验', 'Python', '证券经验']","['五险一金', '定期体检', '年终奖', '带薪年假', '免费班车', '节日福利']"
上位机软件工程师（python）,本科,1-3年,愿力创科技,深圳,龙岗区,龙岗宝荷,"['Python', 'C', 'C++', 'Scrapy', 'Numpy', 'Pandas', 'MySQL', '架构设计经验']","['生日福利', '员工旅游', '绩效奖金', '包住', '夜班补助', '五险一金', '保底工资', '有无线网', '加班补助', '团建聚餐', '零食下午茶', '带薪年假', '宿舍有空调', '股票期权', '免费工装', '节日福利', '企业年金', '定期体检', '意外险', '年终奖']"
python工程师,本科,1-3年,江南月,深圳,宝安区,西乡,"['Python', '系统架构', '后端开发']","['通讯补贴', '五险一金', '交通补助', '股票期权', '餐补', '员工旅游', '全勤奖', '免费班车', '住房补贴', '带薪年假', '加班补助', '年终奖', '节日福利', '包吃']"
python开发工程师,本科,5-10年,川下科技,深圳,南山区,科技园,"['分布式经验', 'Docker', 'Django', 'MySQL', '有前端经验/技能', 'Python', 'Flask']","['年终奖', '五险一金', '带薪年假', '绩效奖金']"
python后端开发工程师,本科,5-10年,深圳谷鸿科技有限公司,深圳,福田区,车公庙,"['后端', 'Python', '计算机相关专业', '服务端开发经验', '全栈开发经验']",['五险一金']
Python AI开发工程师,本科,1-3年,瑞中卓越,深圳,南山区,前海,"['Python', 'Java', 'C++', 'PHP', 'C#', 'Flask', 'Docker', 'Pandas', 'PyTorch', 'Nginx', 'MySQL', 'PostgreSQL', 'MongoDB', '架构设计经验', 'Linux开发/部署经验', '运维开发经验', '云计算经验', '团队管理经验']","['工龄奖', '法定节假日三薪', '绩效奖金', '员工旅游', '年终奖', '五险一金', '全勤奖', '节假日加班费', '带薪年假']"
Python自动化工程师,本科,3-5年,广东小狼星物联有...,深圳,龙华区,观澜,"['Nginx', 'C++', 'Scrapy', 'RPA', 'C', 'PostgreSQL', '机器学习经验', 'Redis', '自动化', '有前端经验/技能', '爬虫经验', 'Pandas', 'MySQL', '运维开发经验', 'MongoDB', 'Selenium', '架构设计经验', '量化交易开发经验', 'Python', 'Flask']","['全勤奖', '工龄奖', '员工旅游', '意外险', '零食下午茶', '五险一金', '免费工装', '绩效奖金', '生日福利', '底薪加提成', '保底工资', '带薪年假', '定期体检', '节日福利', '年终奖', '团建聚餐']"
python开发,本科,3-5年,武汉新致,深圳,福田区,福田保税区,"['银行', '金融', 'Python']","['五险一金', '带薪年假', '免费班车', '节日福利', '零食下午茶']"
Python风控开发,本科,3-5年,深圳市云梦量化科技,深圳,福田区,车公庙,"['Python', '量化交易开发经验', '脚本', '监控系统', '风控预警']","['零食下午茶', '团建聚餐', '五险一金', '带薪年假', '员工旅游', '底薪加提成', '年终奖', '意外险', '绩效奖金', '生日福利', '节日福利', '补充医疗保险', '保底工资']"
Python开发(后端方向),本科,1-3年,渔童科技,深圳,龙岗区,坂田,"['主流电商平台文档', '团队管理经验', '分布式经验', 'Docker', 'Django', 'MySQL', 'AI', 'Redis', '七牛云', 'Python', 'Flask']","['股票期权', '员工旅游', '零食下午茶', '团建聚餐', '通讯补贴', '夜班补助', '交通补助', '餐补', '年终奖', '加班补助', '五险一金', '高温补贴', '生日福利', '绩效奖金', '节日福利', '带薪年假', '定期体检']"
Python(QT)工程师,大专,3-5年,由你创科技,深圳,龙华区,龙华,['Python'],"['年终奖', '节日福利', '员工旅游', '团建聚餐', '零食下午茶', '全勤奖', '五险一金', '带薪年假']"
python后端开发工程师,本科,1-3年,科雅智能,深圳,宝安区,福永,"['Java', 'C++', '爬虫经验', 'Docker', 'MySQL', 'wed', 'Redis', 'GitFlow', 'Linux开发/部署经验', 'Python']","['零食下午茶', '社保五险', '员工旅游', '节日福利', '公司宿舍', '免费班车']"
python后端开发工程师,本科,3-5年,巨有潜力,深圳,宝安区,西乡,"['微服务经验', 'Django', 'MySQL', 'Redis', '架构设计经验', 'Linux开发/部署经验', 'Python', 'Flask']","['绩效奖金', '带薪年假', '定期体检', '企业年金', '团建聚餐', '保底工资', '年终奖', '零食下午茶', '底薪加提成', '补充医疗保险', '五险一金']"
人工智能Python开发工程师(9-18),本科,在校/应届,UsingAI,深圳,南山区,科技园,"['Java', '计算机相关专业', 'Python']","['团建', '五险一金', '带薪年假', '股票期权', '年终奖']"
python开发工程师,本科,1-3年,软通动力,深圳,龙岗区,坂田,"['PyTorch', 'Docker', 'Linux开发/部署经验', 'Python', 'TensorFlow']","['加班补助', '节日福利', '年终奖', '定期体检', '员工旅游', '带薪年假', '零食下午茶', '五险一金', '免费班车']"
Python 后端工程师 （AI方向）,本科,3-5年,浩迹智能科技,深圳,龙华区,民治,"['Python', 'PyTorch', 'TensorFlow', 'MySQL', '爬虫经验', '人工智能', 'langchain', 'python', '提示词工程']","['补充医疗保险', '五险一金', '零食下午茶', '团建聚餐', '定期体检', '生日福利', '意外险', '员工旅游', '股票期权', '底薪加提成', '有无线网', '绩效奖金', '年终奖', '节日福利', '餐补', '加班补助', '保底工资']"
初级python工程师,本科,1-3年,中环瑞蓝科技,深圳,南山区,科技园,"['Python', 'Flask', 'Docker', 'MySQL', 'Linux开发/部署经验']","['节日福利', '股票期权', '包吃', '零食下午茶', '绩效奖金', '带薪年假', '年终奖', '餐补', '五险一金']"
python开发工程师,本科,5-10年,列奥纳多,深圳,南山区,科技园,"['debug', 'Docker', 'Linux', 'shell', 'Django', 'MongoDB', 'Python']","['加班补助', '零食下午茶', '法定节假日三薪', '包吃', '定期体检', '节日福利', '生日福利', '节假日加班费', '带薪年假', '年终奖', '五险一金', '保底工资', '补充医疗保险', '绩效奖金']"
python开发工程师,大专,1-3年,卓士网络,深圳,龙华区,龙华,"['Python', 'Flask', 'MySQL', '爬虫技术', 'web反爬策略', '朝九晚六', '五险一金', '1000人规模']","['五险一金', '底薪加提成', '员工旅游', '团队氛围', '加班补助', '零食下午茶', '住房补贴', '带薪年假', '老板nice', '团建聚餐', '职位晋升', '有无线网', '节日福利']"
高级python开发工程师,大专,3-5年,深圳市凡邦数据,深圳,南山区,科技园,"['爬虫经验', 'Django', 'PostgreSQL', 'MySQL', 'PHP', 'Tornado', 'Oracle', 'Python']","['团建聚餐', '零食下午茶', '带薪年假', '绩效奖金', '五险一金']"
python开发工程师,本科,1-3年,博彦科技,深圳,南山区,科技园,"['Django', 'MySQL', 'Redis', 'Python']","['节日福利', '年终奖', '免费班车', '五险一金', '定期体检', '带薪年假']"
Python 后端⼯程师（电商⼴告效果追踪系统,本科,5-10年,某大数据公司,深圳,,,"['Python', 'Redis', '电商⼴告效果追踪']","['股票期权', '带薪年假', '定期体检', '无限额年假', '年终奖', '节日福利', '五险一金', '团建聚餐']"
python开发工程师,本科,3-5年,环球数科集团,深圳,南山区,科技园,"['Django', 'MySQL', 'Python']","['通讯补贴', '保底工资', '加班补助', '工龄奖', '企业年金', '员工旅游', '带薪年假', '节日福利', '全勤奖', '交通补助', '零食下午茶', '法定节假日三薪', '节假日加班费', '生日福利', '团建聚餐', '年终奖', '股票期权', '绩效奖金', '五险一金']"
高级python开发工程师,本科,5-10年,深圳华启数智科技,深圳,,,"['团队管理经验', 'Django', 'MySQL', 'Python']",[]
Python中高級工程師,本科,5-10年,三赢科技,深圳,龙华区,龙华,"['Python', 'Pandas', 'Numpy', 'Django', 'Spark', 'Hadoop']","['节日福利', '补充医疗保险', '员工旅游', '加班补助', '五险一金', '定期体检', '带薪年假', '年终奖']"
python工程师（有PHP开发经验）,本科,3-5年,广东云云律师事务所,深圳,福田区,车公庙,"['Python', 'PHP', 'Django', 'Elasticsearch', 'Flask', 'MySQL']","['团建聚餐', '底薪加提成', '绩效奖金']"
python高级工程师,大专,经验不限,大兮科技,深圳,南山区,科技园,"['Python', 'Django', 'Flask', 'Tornado', 'MySQL', 'Redis', 'MongoDB']","['包吃', '节假日加班费', '法定节假日三薪', '带薪年假', '意外险', '加班补助', '工龄奖', '宿舍有空调', '定期体检', '全勤奖', '补充医疗保险', '餐补', '夜班补助', '团建聚餐', '员工旅游', '零食下午茶', '包住', '绩效奖金', '年终奖', '五险一金']"
